,premise,choice1,choice2,label,question
1621,turn the car on.,take out the shopping list from the car.,bag food.,0,effect
1622,turn the car on.,take out the shopping list from the car.,get neatly packed and take it to home.,0,effect
1624,turn the car on.,take out the shopping list from the car.,pack the things in your bag and prepare to leave the mall.,0,effect
1625,take out the shopping list from the car.,pack the purchased items.,turn the car on.,1,cause
1626,take out the shopping list from the car.,get neatly packed and take it to home.,turn the car on.,1,cause
1627,take out the shopping list from the car.,bag the groceries.,turn on the car.,1,cause
1628,take out the shopping list from the car.,pack the things in your bag and prepare to leave the mall.,turn the car on.,1,cause
1630,turn on the car.,take out the shopping list from the car.,place bags of groceries into cart.,0,effect
1631,turn on the car.,take out the shopping list from the car.,bagger places in cart.,0,effect
1632,turn on the car.,take out the shopping list from the car.,"as the cashier bags items, place them back into your cart.",0,effect
1633,turn the car on.,take out the shopping list from the car.,bagger places in cart.,0,effect
1634,turn the car on.,take out the shopping list from the car.,"as the cashier bags items, place them back into your cart.",0,effect
1635,take out the shopping list from the car.,put the bagged items in the cart.,turn the car on.,1,cause
1636,take out the shopping list from the car.,"as the cashier bags items, place them back into your cart.",turn the car on.,1,cause
1639,take out the shopping list from the car.,put the bagged items in the cart.,turn on the car.,1,cause
1640,turn on the car.,take out the shopping list from the car.,get the bill.,0,effect
1641,turn on the car.,take out the shopping list from the car.,get receipt.,0,effect
1642,turn on the car.,take out the shopping list from the car.,get the bill for groceries.,0,effect
1645,take out the shopping list from the car.,get the bill.,turn the car on.,1,cause
1646,take out the shopping list from the car.,get receipt.,turn on the car.,1,cause
1647,take out the shopping list from the car.,get the bill for groceries.,turn the car on.,1,cause
1648,take out the shopping list from the car.,get receipt.,turn the car on.,1,cause
1650,turn on the car.,return cart to store.,take out the shopping list from the car.,1,effect
1651,turn on the car.,place cart into cart corral.,take out the shopping list from the car.,1,effect
1652,turn the car on.,return cart to store.,take out the shopping list from the car.,1,effect
1654,turn the car on.,place cart into cart corral.,take out the shopping list from the car.,1,effect
1655,take out the shopping list from the car.,place cart into cart corral.,turn on the car.,1,cause
1657,take out the shopping list from the car.,return cart to store.,turn the car on.,1,cause
1660,turn on the car.,go into store and locate items to buy.,get a shopping cart from the front store.,0,effect
1661,turn the car on.,enter store.,get a shopping cart.,0,effect
1662,turn on the car.,enter grocery store.,get a shopping cart.,0,effect
1663,turn the car on.,go into store and locate items to buy.,take a shopping cart.,0,effect
1664,turn on the car.,enter grocery store.,get a grocery cart.,0,effect
1665,enter store.,in your favorite store take a trolley if more things to be purchased or a bag for small.,turn the car on.,1,cause
1666,walk into store.,get cart.,turn on the car.,1,cause
1667,enter store.,take a shopping cart.,turn on the car.,1,cause
1668,enter the shopping place and take a trolley.,get shopping cart.,turn on the car.,1,cause
1669,enter store.,grab a cart.,turn the car on.,1,cause
1670,turn the car on.,enter grocery store.,go up and down the aisles.,0,effect
1671,turn on the car.,enter store.,stroll through store and get needed items.,0,effect
1672,turn on the car.,enter grocery store.,proceed through the store picking up needed items.,0,effect
1673,turn on the car.,enter grocery store.,walk down desired aisles.,0,effect
1674,turn the car on.,enter grocery store.,go aisle by aisle putting the items i want in the cart.,0,effect
1675,go into grocery store.,stroll through store and get needed items.,turn on the car.,1,cause
1676,enter super market.,walk through store.,turn the car on.,1,cause
1677,enter store.,go up and down the aisles.,turn the car on.,1,cause
1678,enter store.,go down aisles.,turn on the car.,1,cause
1679,enter grocery store.,proceed through the store picking up needed items.,turn the car on.,1,cause
1680,turn the car on.,get fruits and veggies.get meat.go through the rest of the store for getting remaining things.see a nice cake put it in cart.,enter grocery store.,1,effect
1681,turn the car on.,gather items from grocery rack.,walk in to the store.,1,effect
1682,turn the car on.,go through store picking items.,walk in to the store.,1,effect
1683,turn on the car.,"select the items from shelf, get them one by one.",walk in store.,1,effect
1684,turn the car on.,find products and put products in your cart.,enter store.,1,effect
1685,walk in to the store.,find items that you need.,turn on the car.,1,cause
1686,enter the shopping place and take a trolley.,fill the shopping cart with grocery items.,turn on the car.,1,cause
1687,walk in store.,gather items from shelves.,turn on the car.,1,cause
1688,go into grocery store.,find the required items.,turn on the car.,1,cause
1689,go in store.,get fruits and veggies.get meat.go through the rest of the store for getting remaining things.see a nice cake put it in cart.,turn the car on.,1,cause
1690,turn the car on.,enter the store.,cross them off your list(check if all items on list are purchased).,0,effect
1692,turn on the car.,enter grocery store.,check your list at each aisle to ensure you haven't missed anything.,0,effect
1693,turn the car on.,go in store.,check whether the list is complete(all things on list are purchased).,0,effect
1694,turn the car on.,enter grocery store.,cross them off your list(check if all items on list are purchased).,0,effect
1695,enter the store.,check your list at each aisle to ensure you haven't missed anything.,turn on the car.,1,cause
1696,enter store.,check your list at each aisle to ensure you haven't missed anything.,turn the car on.,1,cause
1697,walk in store.,check whether the list is complete(all things on list are purchased).,turn the car on.,1,cause
1698,go into store.,cross check the purchased items with your list.,turn on the car.,1,cause
1699,walk in to the store.,cross them off your list(check if all items on list are purchased).,turn the car on.,1,cause
1700,turn the car on.,go into store and locate items to buy.,take the full cart to the checkout lane.,0,effect
1701,turn on the car.,enter super market.,go to cashier.,0,effect
1702,turn on the car.,enter store.,go to check out line.,0,effect
1703,turn the car on.,enter grocery store.,take cart to checkout line.,0,effect
1704,turn on the car.,go into store and locate items to buy.,go to check out line in front of store.,0,effect
1705,enter grocery store.,bring cart to register.,turn the car on.,1,cause
1706,enter super market.,bring items to checkout.,turn on the car.,1,cause
1707,enter grocery store.,head for the counter.,turn on the car.,1,cause
1708,enter grocery store.,go to check out.,turn on the car.,1,cause
1709,enter grocery store.,"when you have completed getting items on your list, head toward the checkout lanes.",turn on the car.,1,cause
1710,turn the car on.,go into grocery store.,wait your turn to pay.,0,effect
1711,turn the car on.,enter the store.,line up to pay.,0,effect
1712,turn the car on.,walk in to the store.,wait in line for checkout.,0,effect
1713,turn the car on.,enter store.,wait in line at checkout.,0,effect
1714,turn on the car.,enter super market.,"wait in line for checkout, perhaps looking at a magazine while doing so.",0,effect
1715,enter the grocery store and grab a shopping cart.,wait in line at checkout.,turn on the car.,1,cause
1716,go inside and pick up items.,wait your turn to pay.,turn on the car.,1,cause
1717,go into grocery store.,wait your turn.,turn the car on.,1,cause
1718,enter the shopping place and take a trolley.,"wait in line for checkout, perhaps looking at a magazine while doing so.",turn the car on.,1,cause
1719,enter grocery store.,wait in line.,turn on the car.,1,cause
1720,turn the car on.,present any coupons you may have for items purchased.,walk in to the store.,1,effect
1721,turn on the car.,present any coupons you may have for items purchased.,enter the store.,1,effect
1722,turn the car on.,present any coupons you may have for items purchased.,enter the grocery store and grab a shopping cart.,1,effect
1723,turn the car on.,present any coupons you may have for items purchased.,go into grocery store.,1,effect
1724,turn the car on.,present any coupons you may have for items purchased.,enter the store.,1,effect
1725,walk in to the store.,present any coupons you may have for items purchased.,turn the car on.,1,cause
